Château Haut-Sorillon,Bordeaux Supérieur,Bordeaux,France,4/1/2018,4/1/2018,
Adega Cachín,Ribeira Sacra,Galicia,Spain,4/1/2018,4/1/2018,
Karine,Central Valley,California,US,4/1/2018,4/1/2018,
Labouré-Roi,Chassagne-Montrachet,Burgundy,France,4/1/2018,4/1/2018,
Fattoria Ambra,Barco Reale di Carmignano,Tuscany,Italy,4/1/2018,4/1/2018,
Fornacelle,Vernaccia di San Gimignano,Tuscany,Italy,4/1/2018,4/1/2018,
Marenco,Strevi,Piedmont,Italy,4/1/2018,4/1/2018,
Abbey Creek,Willamette Valley,Oregon,US,4/1/2018,4/1/2018,
Hans Lang,,Rheingau,Germany,4/1/2018,4/1/2018,
Furlan,Venezia Giulia,Northeastern Italy,Italy,4/1/2018,4/1/2018,
Agur,,Judean Hills,Israel,4/1/2018,4/1/2018,
Château de Laville,Premieres Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Château Grand Tayac,Margaux,Bordeaux,France,4/1/2018,4/1/2018,
Domaine de Pajot,Vin de Pays des Côtes de Gascogne,Southwest France,France,4/1/2018,4/1/2018,
Esoterica by Kent Rasmussen,Rutherford,California,US,4/1/2018,4/1/2018,
Gadais Père et Fils,Muscadet,Loire Valley,France,4/1/2018,4/1/2018,
Pasqua,Prosecco,Veneto,Italy,4/1/2018,4/1/2018,
Salatin,Prosecco Treviso,Veneto,Italy,4/1/2018,4/1/2018,
Natale Verga,Prosecco,Veneto,Italy,4/1/2018,4/1/2018,
Bertolani,Lambrusco Reggiano,Central Italy,Italy,4/1/2018,4/1/2018,
Bosio,Brachetto d'Acqui,Piedmont,Italy,4/1/2018,4/1/2018,
Colle S. Mustiola di Fabio Cenni,Toscana,Tuscany,Italy,4/1/2018,4/1/2018,
Giesen,,New Zealand,New Zealand,4/1/2018,4/1/2018,
Thunder Mountain,Santa Cruz Mountains,California,US,4/1/2018,4/1/2018,
The Terraces,Napa Valley,California,US,4/1/2018,4/1/2018,
Karl Lawrence,Napa Valley,California,US,4/1/2018,4/1/2018,
August Briggs,Sonoma Mountain,California,US,4/1/2018,4/1/2018,
Stonehaven,South Eastern Australia,Australia Other,Australia,4/1/2018,4/1/2018,
Château Coussin,Mediterranée,France Other,France,4/1/2018,4/1/2018,
Mas Chappell,Wahluke Slope,Washington,US,4/1/2018,4/1/2018,
Unparalleled,Central Coast,California,US,4/1/2018,4/1/2018,
Redwood Empire,Sonoma Coast,California,US,4/1/2018,4/1/2018,
Lafage,Vin de France,France Other,France,4/1/2018,4/1/2018,
Yellow Tail,Australia-New Zealand,Australia Other,Australia,4/1/2018,4/1/2018,
Lacheteau,Vin de France,France Other,France,4/1/2018,4/1/2018,
Porta,,Cachapoal Valley,Chile,4/1/2018,4/1/2018,
Arthur's Creek,Yarra Valley,Victoria,Australia,4/1/2018,4/1/2018,
Salena Estate,Riverland,South Australia,Australia,4/1/2018,4/1/2018,
Willow Creek,Mornington Peninsula,Victoria,Australia,4/1/2018,4/1/2018,
San Simeon,Arroyo Seco,California,US,4/1/2018,4/1/2018,
Aquinas,Napa County-Sonoma County-Lake County,California,US,4/1/2018,4/1/2018,
Two Vines,Columbia Valley (WA),Washington,US,4/1/2018,4/1/2018,
Midnight,El Pomar District,California,US,4/1/2018,4/1/2018,
Cave de Bissey,Bourgogne Aligoté,Burgundy,France,4/1/2018,4/1/2018,
Domaines Devillard,Coteaux Bourguignons,Burgundy,France,4/1/2018,4/1/2018,
Centovigne,Coste della Sesia,Piedmont,Italy,4/1/2018,4/1/2018,
Abadia Retuerta,Sardon de Duero,Northern Spain,Spain,4/1/2018,4/1/2018,
Les Trouvés,Washington,Washington,US,4/1/2018,4/1/2018,
Swick,Columbia Valley (WA),Washington,US,4/1/2018,4/1/2018,
Wilridge,Snipes Mountain,Washington,US,4/1/2018,4/1/2018,
City Winery of New York,Russian River Valley,California,US,4/1/2018,4/1/2018,
Bernard Magrez,Blaye Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Murphy-Goode,Russian River Valley,California,US,4/1/2018,4/1/2018,
Northwest Cellars,Horse Heaven Hills,Washington,US,4/1/2018,4/1/2018,
Château Magnan-Figeac,Saint-Émilion,Bordeaux,France,4/1/2018,4/1/2018,
Castel Boglione,Barolo,Piedmont,Italy,4/1/2018,4/1/2018,
Denario,Río Negro Valley,Other,Argentina,4/1/2018,4/1/2018,
White Rose,Willamette Valley,Oregon,US,4/1/2018,4/1/2018,
Château Fongaban,Castillon Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Duck Pond,Oregon,Oregon,US,4/1/2018,4/1/2018,
Rive Droite Rive Gauche,Côtes du Rhône,Rhône Valley,France,4/1/2018,4/1/2018,
Rubinna,Napa Valley,California,US,4/1/2018,4/1/2018,
Domaine de Lamothe,Côtes de Gascogne,Southwest France,France,4/1/2018,4/1/2018,
Latah Creek,Yakima Valley,Washington,US,4/1/2018,4/1/2018,
Bruno Giacosa,Barolo,Piedmont,Italy,4/1/2018,4/1/2018,
Chakana,Uco Valley,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Musico,Brunello di Montalcino,Tuscany,Italy,4/1/2018,4/1/2018,
Anaba,Santa Lucia Highlands,California,US,4/1/2018,4/1/2018,
Château de Reynaud,Côtes de Bourg,Bordeaux,France,4/1/2018,4/1/2018,
Antonio Caggiano,Campania,Southern Italy,Italy,4/1/2018,4/1/2018,
Calatrasi,Puglia,Southern Italy,Italy,4/1/2018,4/1/2018,
Vitae,Puglia,Southern Italy,Italy,4/1/2018,4/1/2018,
Quinta da Cortezia,,Estremadura,Portugal,4/1/2018,4/1/2018,
Howling Wolves,Margaret River,Western Australia,Australia,4/1/2018,4/1/2018,
Pinot Patch,California,California,US,4/1/2018,4/1/2018,
Ponte Vecchio,Spain,Spain Other,Spain,4/1/2018,4/1/2018,
State of Art,Monterey County,California,US,4/1/2018,4/1/2018,
Lapis Luna,North Coast,California,US,4/1/2018,4/1/2018,
Oenophile Wines,California,California,US,4/1/2018,4/1/2018,
Vie Winery,California,California,US,4/1/2018,4/1/2018,
Fable Mountain,,Western Cape,South Africa,4/1/2018,4/1/2018,
August Truth,Sonoma Coast,California,US,4/1/2018,4/1/2018,
Monmousseau,Vouvray,Loire Valley,France,4/1/2018,4/1/2018,
Arché,Texoma,Texas,US,4/1/2018,4/1/2018,
Casey Flat Ranch,Capay Valley,California,US,4/1/2018,4/1/2018,
Royal Tokaji,,Hungary,Hungary,4/1/2018,4/1/2018,
Waltzing Bear,Santa Barbara County,California,US,4/1/2018,4/1/2018,
McPrice Myers,Santa Barbara County,California,US,4/1/2018,4/1/2018,
Roncolato,Amarone della Valpolicella,Veneto,Italy,4/1/2018,4/1/2018,
Thomas Fogarty,Napa Valley,California,US,4/1/2018,4/1/2018,
Calafia,Napa Valley,California,US,4/1/2018,4/1/2018,
Chaltén,Mendoza,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Stonegate,California,California,US,4/1/2018,4/1/2018,
Il Valentiano,Rosso di Montalcino,Tuscany,Italy,4/1/2018,4/1/2018,
Makulu,,Western Cape,South Africa,4/1/2018,4/1/2018,
Colby Red,California,California,US,4/1/2018,4/1/2018,
Caposaldo,Pavia,Lombardy,Italy,4/1/2018,4/1/2018,
Poderi Arancio,Colli Euganei,Veneto,Italy,4/1/2018,4/1/2018,
Cortijo,Rioja,Northern Spain,Spain,4/1/2018,4/1/2018,
Chaza,,Western Cape,South Africa,4/1/2018,4/1/2018,
Amadores,Mendoza,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Artemovsk,,Ukraine,Ukraine,4/1/2018,4/1/2018,
Borjón,Napa Valley,California,US,4/1/2018,4/1/2018,
Gubinelli,Mendoza,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Sweet Cheeks,Umpqua Valley,Oregon,US,4/1/2018,4/1/2018,
Wilson and Wilson,Napa Valley,California,US,4/1/2018,4/1/2018,
Maison Stéphane Brocard,Pouilly-Fuissé,Burgundy,France,4/1/2018,4/1/2018,
Olivier Leflaive,Pernand-Vergelesses,Burgundy,France,4/1/2018,4/1/2018,
Peloton,San Luis Obispo,California,US,4/1/2018,4/1/2018,
Pennyroyal Farm,Anderson Valley,California,US,4/1/2018,4/1/2018,
Secret Squirrel,Columbia Valley (WA),Washington,US,4/1/2018,4/1/2018,
Spann Vineyards,Lake County,California,US,4/1/2018,4/1/2018,
Chateau Ste. Michelle & Dr. Loosen,Columbia Gorge (WA),Washington,US,4/1/2018,4/1/2018,
Candido,Salice Salentino,Southern Italy,Italy,4/1/2018,4/1/2018,
Château Frank,New York,New York,US,4/1/2018,4/1/2018,
Santini,Moscato d'Asti,Piedmont,Italy,4/1/2018,4/1/2018,
Bolla,Valpolicella,Veneto,Italy,4/1/2018,4/1/2018,
Terrale,Puglia,Southern Italy,Italy,4/1/2018,4/1/2018,
Audubon Cellars,Amador County,California,US,4/1/2018,4/1/2018,
Remo Farina,Valpolicella Classico Superiore,Veneto,Italy,4/1/2018,4/1/2018,
Terrale,Sicilia,Sicily & Sardinia,Italy,4/1/2018,4/1/2018,
Belmondo,Oltrepò Pavese,Lombardy,Italy,4/1/2018,4/1/2018,
Great Western,New York,New York,US,4/1/2018,4/1/2018,
Terras de Lantaño,Rías Baixas,Galicia,Spain,4/1/2018,4/1/2018,
Viña Cartín,Rías Baixas,Galicia,Spain,4/1/2018,4/1/2018,
Grand Bourgeau,Blaye Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Brooklyn West,Sierra Foothills,California,US,4/1/2018,4/1/2018,
Château la Nauze,Castillon Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Château Franc Cardinal,Francs Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Château Sainte-Marie,Cadillac Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Troon,Rogue Valley,Oregon,US,4/1/2018,4/1/2018,
Bágoa do Miño,Rías Baixas,Galicia,Spain,4/1/2018,4/1/2018,
Rossi Wallace,Rutherford,California,US,4/1/2018,4/1/2018,
Small and Tall,Sta. Rita Hills,California,US,4/1/2018,4/1/2018,
Crane Lake,California,California,US,4/1/2018,4/1/2018,
Posh,California,California,US,4/1/2018,4/1/2018,
Rapaura Springs,,Central Otago,New Zealand,4/1/2018,4/1/2018,
Vadiaperti,Greco di Tufo,Southern Italy,Italy,4/1/2018,4/1/2018,
Beran,California,California,US,4/1/2018,4/1/2018,
Napa by N.A.P.A.,Napa Valley,California,US,4/1/2018,4/1/2018,
Cliff Creek,Rogue Valley,Oregon,US,4/1/2018,4/1/2018,
Marquis de Goulaine,Crémant de Loire,Loire Valley,France,4/1/2018,4/1/2018,
Demarie,Roero,Piedmont,Italy,4/1/2018,4/1/2018,
Dr. Willkomm,,Mosel,Germany,4/1/2018,4/1/2018,
Festival and Feast,Sonoma County,California,US,4/1/2018,4/1/2018,
Toboni,Russian River Valley,California,US,4/1/2018,4/1/2018,
Au Sommet,Atlas Peak,California,US,4/1/2018,4/1/2018,
Beast,Horse Heaven Hills,Washington,US,4/1/2018,4/1/2018,
Aloft,Howell Mountain,California,US,4/1/2018,4/1/2018,
Weingut Schneider Tattendorf,,Thermenregion,Austria,4/1/2018,4/1/2018,
Domaine de Valdition,Alpilles,Provence,France,4/1/2018,4/1/2018,
Prosper,Sonoma Coast,California,US,4/1/2018,4/1/2018,
Stolen Identity,California,California,US,4/1/2018,4/1/2018,
Valentini,Toscana,Tuscany,Italy,4/1/2018,4/1/2018,
Les Collines,Côtes du Rhône,Rhône Valley,France,4/1/2018,4/1/2018,
Four Vines,Lodi,California,US,4/1/2018,4/1/2018,
Clos Cibonne,Côtes de Provence,Provence,France,4/1/2018,4/1/2018,
Marchese Carlo Guerrieri Gonzaga,Vigneti delle Dolomiti,Northeastern Italy,Italy,4/1/2018,4/1/2018,
One Hope,Carneros,California,US,4/1/2018,4/1/2018,
Robert Oatley,Adelaide Hills,South Australia,Australia,4/1/2018,4/1/2018,
Casato1,Rosso di Montalcino,Tuscany,Italy,4/1/2018,4/1/2018,
Tamburlaine,Orange,New South Wales,Australia,4/1/2018,4/1/2018,
Pomar Junction,Monterey,California,US,4/1/2018,4/1/2018,
Le Fleuron,,Bekaa Valley,Lebanon,4/1/2018,4/1/2018,
One,California,California,US,4/1/2018,4/1/2018,
Pierre-Yves et Olivier Fichet,Mâcon,Burgundy,France,4/1/2018,4/1/2018,
Antale,Barbera d'Asti,Piedmont,Italy,4/1/2018,4/1/2018,
Bosco Nestore,Colline Pescaresi,Central Italy,Italy,4/1/2018,4/1/2018,
Castellroig,Penedès,Catalonia,Spain,4/1/2018,4/1/2018,
Domaine de la Jobeline,Mâcon-Villages,Burgundy,France,4/1/2018,4/1/2018,
Rinaldini,,Central Italy,Italy,4/1/2018,4/1/2018,
Scagliola,Barbera d'Asti Superiore,Piedmont,Italy,4/1/2018,4/1/2018,
Hungerford Hill,New South Wales,New South Wales,Australia,4/1/2018,4/1/2018,
Polkura,,Colchagua Valley,Chile,4/1/2018,4/1/2018,
Dynasty Cellars,Walla Walla Valley (WA),Washington,US,4/1/2018,4/1/2018,
Abadía da Cova,Ribeira Sacra,Galicia,Spain,4/1/2018,4/1/2018,
Faiveley,Chablis,Burgundy,France,4/1/2018,4/1/2018,
Kali Hart,Monterey County,California,US,4/1/2018,4/1/2018,
Saudade,Sonoma Coast,California,US,4/1/2018,4/1/2018,
Santa Ema,,Maule Valley,Chile,4/1/2018,4/1/2018,
Falkenstein,Alto Adige,Northeastern Italy,Italy,4/1/2018,4/1/2018,
Ridgeback,,Paarl,South Africa,4/1/2018,4/1/2018,
Discreto,,Sagrada Familia,Chile,4/1/2018,4/1/2018,
First Colony,Monticello,Virginia,US,4/1/2018,4/1/2018,
Hess Collection,Monterey,California,US,4/1/2018,4/1/2018,
Saint Gregory,Anderson Valley,California,US,4/1/2018,4/1/2018,
Salomon Estate,Fleurieu Peninsula,South Australia,Australia,4/1/2018,4/1/2018,
Lula,Mendocino County,California,US,4/1/2018,4/1/2018,
Baker & Brain,San Luis Obispo County,California,US,4/1/2018,4/1/2018,
Château Pontoise Cabarrus,Haut-Médoc,Bordeaux,France,4/1/2018,4/1/2018,
Montonale,Garda,Northeastern Italy,Italy,4/1/2018,4/1/2018,
Radford Dale,,Elgin,South Africa,4/1/2018,4/1/2018,
Alberto Longo,Cacc’e Mmitte di Lucera,Southern Italy,Italy,4/1/2018,4/1/2018,
Château Maison Noble,Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
La Posta,Tupungato,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Claude Lafond,Reuilly,Loire Valley,France,4/1/2018,4/1/2018,
Charles & Charles,Washington,Washington,US,4/1/2018,4/1/2018,
Steele,Red Hills Lake County,California,US,4/1/2018,4/1/2018,
Teperberg,,Samson,Israel,4/1/2018,4/1/2018,
Adanti,Sagrantino di Montefalco,Central Italy,Italy,4/1/2018,4/1/2018,
Moralia,Vino de la Tierra de Castilla,Central Spain,Spain,4/1/2018,4/1/2018,
Palazzone,Umbria,Central Italy,Italy,4/1/2018,4/1/2018,
Cantina Fratelli Pardi,Sagrantino di Montefalco,Central Italy,Italy,4/1/2018,4/1/2018,
Caves de Rauzan,Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Bodega Rancho,Santa Lucia Highlands,California,US,4/1/2018,4/1/2018,
Cantina Tudernum,Umbria,Central Italy,Italy,4/1/2018,4/1/2018,
Malat,,Niederösterreich,Austria,4/1/2018,4/1/2018,
Hard Six Cellars,Fort Ross-Seaview,California,US,4/1/2018,4/1/2018,
Ballentine,Calistoga,California,US,4/1/2018,4/1/2018,
Barta,,Tokaji,Hungary,4/1/2018,4/1/2018,
Jean-Christophe Perraud,Saint-Véran,Burgundy,France,4/1/2018,4/1/2018,
Château Semonlon,Haut-Médoc,Bordeaux,France,4/1/2018,4/1/2018,
Domaine du Claouset,Bordeaux Supérieur,Bordeaux,France,4/1/2018,4/1/2018,
noblet,Côtes de Bourg,Bordeaux,France,4/1/2018,4/1/2018,
Prodigo,Terre Siciliane,Sicily & Sardinia,Italy,4/1/2018,4/1/2018,
Seufert,Umpqua Valley,Oregon,US,4/1/2018,4/1/2018,
Smoke Tree,California,California,US,4/1/2018,4/1/2018,
Trocard,Bordeaux Blanc,Bordeaux,France,4/1/2018,4/1/2018,
Whalebone,Paso Robles,California,US,4/1/2018,4/1/2018,
Paraduxx,Howell Mountain,California,US,4/1/2018,4/1/2018,
Fallbrook,Central Coast,California,US,4/1/2018,4/1/2018,
Abraham Perold,,Paarl,South Africa,4/1/2018,4/1/2018,
Tatiarra,Heathcote,Victoria,Australia,4/1/2018,4/1/2018,
De Toren,,Coastal Region,South Africa,4/1/2018,4/1/2018,
Principe Corsini Fattoria Le Corti,Tuscany,Tuscany,Italy,4/1/2018,4/1/2018,
Tommasi,Prosecco,Veneto,Italy,4/1/2018,4/1/2018,
Donelli,Lambrusco di Sorbara,Central Italy,Italy,4/1/2018,4/1/2018,
Ruby Red,Dry Creek Valley,California,US,4/1/2018,4/1/2018,
Sottomarino,Mendocino County,California,US,4/1/2018,4/1/2018,
Stewart Cellars,Napa Valley,California,US,4/1/2018,4/1/2018,
Waxwing,Yorkville Highlands,California,US,4/1/2018,4/1/2018,
Hoi Polloi,Sta. Rita Hills,California,US,4/1/2018,4/1/2018,
Work,Napa Valley,California,US,4/1/2018,4/1/2018,
Château d'Astros,,Provence,France,4/1/2018,4/1/2018,
Compagnie Viticole de Provence,Côtes de Provence,Provence,France,4/1/2018,4/1/2018,
Ecker,,Austria,Austria,4/1/2018,4/1/2018,
Cas'Almare,Mendoza,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Chain Gang,Sonoma County,California,US,4/1/2018,4/1/2018,
Cortenova,Delle Venezie,Northeastern Italy,Italy,4/1/2018,4/1/2018,
Hensley,Napa Valley,California,US,4/1/2018,4/1/2018,
Kouros,,Nemea,Greece,4/1/2018,4/1/2018,
La di Motte,Venezie,Northeastern Italy,Italy,4/1/2018,4/1/2018,
Laurier,Los Carneros,California,US,4/1/2018,4/1/2018,
Gravity Hills,Central Coast,California,US,4/1/2018,4/1/2018,
Grotta del Sole,Lacryma Christi del Vesuvio,Southern Italy,Italy,4/1/2018,4/1/2018,
Little Stone Vineyard,Sonoma County,California,US,4/1/2018,4/1/2018,
Cantora,,Colchagua Valley,Chile,4/1/2018,4/1/2018,
Barton & Guestier,Vin de Pays de l'Ile de Beauté,France Other,France,4/1/2018,4/1/2018,
Château de l'Orangerie,Premieres Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Château la Croix de St-Georges,Saint-Georges-Saint-Émilion,Bordeaux,France,4/1/2018,4/1/2018,
Casale di Daviddi,Rosso di Montepulciano,Tuscany,Italy,4/1/2018,4/1/2018,
Casalvento Radda,Toscana,Tuscany,Italy,4/1/2018,4/1/2018,
Domaine Tempier,Bandol,Provence,France,4/1/2018,4/1/2018,
Sobon Estate,Lodi,California,US,4/1/2018,4/1/2018,
Helfrich,Crémant d'Alsace,Alsace,France,4/1/2018,4/1/2018,
Château Béard la Chapelle,Saint-Émilion,Bordeaux,France,4/1/2018,4/1/2018,
Château la Croix St-Pierre,Blaye Côtes de Bordeaux,Bordeaux,France,4/1/2018,4/1/2018,
Pierre Gruber,Mâcon-Villages,Burgundy,France,4/1/2018,4/1/2018,
Judge Palmer,Alexander Valley,California,US,4/1/2018,4/1/2018,
Lone Madrone,York Mountain,California,US,4/1/2018,4/1/2018,
Nicora,Edna Valley,California,US,4/1/2018,4/1/2018,
Sohm & Kracher,,Burgenland,Austria,4/1/2018,4/1/2018,
Uwe Schiefer,,Eisenberg,Austria,4/1/2018,4/1/2018,
Vineyard 36,Napa Valley,California,US,4/1/2018,4/1/2018,
Bisol,Prosecco,Veneto,Italy,4/1/2018,4/1/2018,
Brancher,Valdobbiadene Prosecco Superiore,Veneto,Italy,4/1/2018,4/1/2018,
Declaration,Napa Valley,California,US,4/1/2018,4/1/2018,
Hillinger,,Österreichischer Perlwein,Austria,4/1/2018,4/1/2018,
Marsuret,Prosecco Treviso,Veneto,Italy,4/1/2018,4/1/2018,
Casa da Torre,,Vinho Verde,Portugal,4/1/2018,4/1/2018,
Left Bend,Chalone,California,US,4/1/2018,4/1/2018,
Myka,Santa Cruz Mountains,California,US,4/1/2018,4/1/2018,
Iris Vineyards,Applegate Valley,Oregon,US,4/1/2018,4/1/2018,
Jack Barrett,Central Coast,California,US,4/1/2018,4/1/2018,
Diego Finocchi,Chianti Classico,Tuscany,Italy,4/1/2018,4/1/2018,
Reaper,Russian River Valley,California,US,4/1/2018,4/1/2018,
Rutherford Hill,Carneros-Napa Valley,California,US,4/1/2018,4/1/2018,
Vignamato,Vino da Tavola,Italy Other,Italy,4/1/2018,4/1/2018,
Clos la Coutale,Cahors,Southwest France,France,4/1/2018,4/1/2018,
Esterlina,Anderson Valley,California,US,4/1/2018,4/1/2018,
Nanfro,Cerasuolo di Vittoria,Sicily & Sardinia,Italy,4/1/2018,4/1/2018,
Clos de los Siete,Valle de Uco,Mendoza Province,Argentina,4/1/2018,4/1/2018,
Domaine Drouhin Oregon,Willamette Valley,Oregon,US,4/1/2018,4/1/2018,
Caves du Val de France,Touraine,Loire Valley,France,4/1/2018,4/1/2018,
Chai de Bordes,Bordeaux Blanc,Bordeaux,France,4/1/2018,4/1/2018,
Château Borie de Noaillan,Bordeaux Blanc,Bordeaux,France,4/1/2018,4/1/2018,
Château Le Prieuré de Bellegarde,Côtes de Bourg,Bordeaux,France,4/1/2018,4/1/2018,
Jean Maréchal,Sancerre,Loire Valley,France,4/1/2018,4/1/2018,
7 Peaks,California,California,US,4/1/2018,4/1/2018,
Cantina Ma.Ri.Ca.,Verdicchio dei Castelli di Jesi Classico,Central Italy,Italy,4/1/2018,4/1/2018,
Centanni Giacomo,Offida Pecorino,Central Italy,Italy,4/1/2018,4/1/2018,
un4seen,Clarksburg,California,US,4/1/2018,4/1/2018,
Marchetti,Verdicchio dei Castelli di Jesi Classico,Central Italy,Italy,4/1/2018,4/1/2018,
Muròla,Rosso Piceno,Central Italy,Italy,4/1/2018,4/1/2018,
Andrew Januik,Horse Heaven Hills,Washington,US,4/1/2018,4/1/2018,
Bride Valley Vineyard,,England,England,4/1/2018,4/1/2018,
Montecariano,Valpolicella Classico,Veneto,Italy,4/1/2018,4/1/2018,
Morse,El Dorado County,California,US,4/1/2018,4/1/2018,
Nuiton-Beaunoy,Hautes Cotes de Beaune,Burgundy,France,4/1/2018,4/1/2018,
Scriani,Valpolicella Classico Superiore,Veneto,Italy,4/1/2018,4/1/2018,
16X20,Napa Valley,California,US,4/1/2018,4/1/2018,
Altos del Cuco,Jumilla,Levante,Spain,4/1/2018,4/1/2018,
Castillo de Jumilla,Jumilla,Levante,Spain,4/1/2018,4/1/2018,
Les Maîtres Vignerons de Saint-Louis,Côtes de Provence,Provence,France,4/1/2018,4/1/2018,
Château des Charmes,St. David's Bench,Ontario,Canada,4/1/2018,4/1/2018,
Domaine Courtois,Côtes du Rhône,Rhône Valley,France,4/1/2018,4/1/2018,
Oraison,Côtes du Rhône,Rhône Valley,France,4/1/2018,4/1/2018,
Thierry-Weber,,Niederösterreich,Austria,4/1/2018,4/1/2018,
B Vintners,,Walker Bay,South Africa,4/1/2018,4/1/2018,
Wirra Wirra,Fleurieu Peninsula,South Australia,Australia,4/1/2018,4/1/2018,
Valdegracia,Ribera del Guadiana,Central Spain,Spain,4/1/2018,4/1/2018,
Joseph Phelps,Carneros,California,US,4/1/2018,4/1/2018,
Arunda,South Eastern Australia,Australia Other,Australia,4/1/2018,4/1/2018,
Sapphire Hill,Russian River Valley,California,US,4/1/2018,4/1/2018,
Gallo of Sonoma,Russian River Valley,California,US,4/1/2018,4/1/2018,
Glass Mountain,California,California,US,4/1/2018,4/1/2018,
Xavier Monnot,Puligny-Montrachet,Burgundy,France,4/1/2018,4/1/2018,
Lionheart,Russian River Valley,California,US,4/1/2018,4/1/2018,
Harrington,Chalone,California,US,4/1/2018,4/1/2018,
Cantine Gini,Toscana,Tuscany,Italy,4/1/2018,4/1/2018,
Mercouri Estate,,Letrinon,Greece,4/1/2018,4/1/2018,
Ispiri,Sonoma County,California,US,4/1/2018,4/1/2018,
Jigar,Mendocino County,California,US,4/1/2018,4/1/2018,
Lucky Neko,,Rheinhessen,Germany,4/1/2018,4/1/2018,
Mathern,,Nahe,Germany,4/1/2018,4/1/2018,
Nuna,Salta,Other,Argentina,4/1/2018,4/1/2018,
Salvano,Roero Arneis,Piedmont,Italy,4/1/2018,4/1/2018,
Salvatore Principe,California,California,US,4/1/2018,4/1/2018,
Esterlina,Dry Creek Valley,California,US,4/1/2018,4/1/2018,
Cantina Cincinnato,Lazio,Central Italy,Italy,4/1/2018,4/1/2018,
Qualia,Sonoma Valley,California,US,4/1/2018,4/1/2018,
Caballo Bravo,,Maule Valley,Chile,4/1/2018,4/1/2018,
Bonneau,Sonoma Valley,California,US,4/1/2018,4/1/2018,
Hunnicutt,Calistoga,California,US,4/1/2018,4/1/2018,
Rock Wren,Solano County,California,US,4/1/2018,4/1/2018,
Domaine de la Mordorée,Châteauneuf-du-Pape,Rhône Valley,France,4/1/2018,4/1/2018,
Domaine Isabel Ferrando,Châteauneuf-du-Pape,Rhône Valley,France,4/1/2018,4/1/2018,
Domaine Luc et Lise Pavelot,Corton-Charlemagne,Burgundy,France,4/1/2018,4/1/2018,
Château de la Font du Loup,Châteauneuf-du-Pape,Rhône Valley,France,4/1/2018,4/1/2018,
Arunda,Alto Adige,Northeastern Italy,Italy,4/1/2018,4/1/2018,
Keever,Napa Valley,California,US,4/1/2018,4/1/2018,
Col Vetoraz Spumanti,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,4/1/2018,4/1/2018,
Roux Père et Fils,Pouilly-Fuissé,Burgundy,France,4/1/2018,4/1/2018,
Costaripa,Veneto,Veneto,Italy,4/1/2018,4/1/2018,
Corvalle,Oak Knoll District,California,US,4/1/2018,4/1/2018,
Anthonij Rupert,,Coastal Region,South Africa,4/1/2018,4/1/2018,
Domaine du Crampilh,Madiran,Southwest France,France,4/1/2018,4/1/2018,
La Mormoraia,Vernaccia di San Gimignano,Tuscany,Italy,4/1/2018,4/1/2018,
Nicolas Potel,Rully,Burgundy,France,4/1/2018,4/1/2018,
Tenuta Casali,Romagna,Central Italy,Italy,4/1/2018,4/1/2018,
Le Chiuse,Rosso di Montalcino,Tuscany,Italy,4/1/2018,4/1/2018,
